Sequence,Customer_ID,Occu,Salary,total_asset,Loan_Type,Loan_Amount,Amount_Paid,Pay_now,Pay_now_total,Num_Missed_Pay,Total_Installments
3445,NEKOR567564247,Other,7237,2647347,Occupational Loans,6842,190,31,5890,8,36
3446,NEKOR917707845,Business Owner/Personal Business,7252,7499765,Personal loan,6434,2144,3,6432,2,3
3447,NEKOR169004153,Docter/Nurse/Pharmacist,24211,281620,Occupational Loans,13049,724,5,3620,2,18
3448,NEKOR211809491,Street Vendor,3854,1307077,Occupational Loans,3597,149,18,2682,8,24
3449,NEKOR880088506,Docter/Nurse/Pharmacist,50990,1706514,Personal loan,44760,7460,6,44760,5,6
3450,NEKOR906058274,Judge/Attorney,24733,3644252,Personal loan,23713,1976,5,9880,8,12
3451,NEKOR843211736,Agent/Insurance Broker,13130,465243,Vehicle loan,8855,368,24,8832,6,24
3452,NEKOR696823147,Police/Military,8738,1108877,Personal loan,5806,161,8,1288,10,36
3453,NEKOR455420295,Other,29785,480663,Occupational Loans,4918,409,11,4499,4,12
3454,NEKOR625127390,Retired,11729,7885292,Personal loan,7297,1216,5,6080,6,6
3455,NEKOR973614143,Student,4579,81203,Personal loan,4387,487,3,1461,9,9
3456,NEKOR211693050,Business Owner/Personal Business,30606,1227396,Occupational Loans,19873,1656,8,13248,9,12
3457,NEKOR465352409,Agent/Insurance Broker,18566,74737,Occupational Loans,18046,3007,3,9021,0,6
3458,NEKOR360287195,Business Owner/Personal Business,61047,6832988,Occupational Loans,50195,4182,7,29274,5,12
3459,NEKOR198506093,Politician/Family Member or Close Asscociates,5872,5965149,Personal loan,3842,426,7,2982,6,9
3460,NEKOR734604311,Employee,3655,30339,Occupational Loans,3345,1115,3,3345,3,3
3461,NEKOR073389756,Employee,50456,18715,Occupational Loans,34150,11383,3,34149,7,3
3462,NEKOR891488561,Househusband/Housewife/Unemployed,5235,24520,Personal loan,4592,1530,3,4590,9,3
3463,NEKOR589359211,Police/Military,7500,682734,Personal loan,4015,446,7,3122,6,9
3464,NEKOR461623673,Police/Military,16957,1442430,Occupational Loans,11207,622,11,6842,1,18
3465,NEKOR512485351,Agent/Insurance Broker,11608,384874,Personal loan,8967,373,8,2984,6,24
3466,NEKOR051261878,Business Owner/Personal Business,30346,4830844,Occupational Loans,17741,739,12,8868,6,24
3467,NEKOR538953874,Lawyer/Accountant,49366,917402,Occupational Loans,25397,705,19,13395,2,36
3468,NEKOR797379617,Retired,4016,472359,Personal loan,3345,139,13,1807,10,24
3469,NEKOR731761076,Lawyer/Accountant,83973,9214375,Personal loan,42361,2353,11,25883,7,18
3470,NEKOR821467874,Student,18737,149025,Personal loan,16116,2686,5,13430,5,6
3471,NEKOR114699981,Other,57698,3306493,Occupational Loans,40450,4494,3,13482,1,9
3472,NEKOR387646207,Business Owner/Personal Business,252272,8711317,Occupational Loans,222735,9280,13,120640,2,24
3473,NEKOR544535529,Househusband/Housewife/Unemployed,5105,198347,Occupational Loans,3793,1264,3,3792,3,3
3474,NEKOR015081988,Tour Guide,56155,4964991,Occupational Loans,22274,1237,16,19792,6,18
3475,NEKOR355960693,Student,10804,36319,Vehicle loan,5947,330,5,1650,5,18
3476,NEKOR678945863,Teacher/Instructor,26863,699456,Occupational Loans,4584,764,3,2292,6,6
3477,NEKOR911854249,Retired,15489,684772,Personal loan,7982,332,22,7304,0,24
3478,NEKOR698882032,Business Owner/Personal Business,5099,4466984,Occupational Loans,4508,1502,3,4506,7,3
3479,NEKOR893304594,Charity Officer,7161,978314,Vehicle loan,4430,492,5,2460,6,9
3480,NEKOR492956531,Police/Military,32948,1887665,Vehicle loan,4943,137,11,1507,0,36
3481,NEKOR340011366,Other,24577,4735082,Vehicle loan,13716,571,3,1713,5,24
3482,NEKOR651590273,Student,31559,67761,Vehicle loan,23505,7835,3,23505,4,3
3483,NEKOR332894150,Docter/Nurse/Pharmacist,14996,1500368,Occupational Loans,9503,3167,3,9501,3,3
3484,NEKOR152868918,Docter/Nurse/Pharmacist,31042,1660706,Occupational Loans,16406,1367,9,12303,10,12
3485,NEKOR140990872,Agent/Insurance Broker,22592,314313,Personal loan,16604,1844,8,14752,8,9
3486,NEKOR247479101,Street Vendor,7239,237780,Occupational Loans,5546,308,12,3696,6,18
3487,NEKOR934682650,Student,6594,74777,Occupational Loans,5572,1857,3,5571,4,3
3488,NEKOR260939920,Police/Military,8156,1908383,Personal loan,7532,313,10,3130,0,24
3489,NEKOR262019792,Judge/Attorney,35133,1584530,Personal loan,34715,1928,3,5784,9,18
3490,NEKOR303434611,Tour Guide,44177,2563212,Vehicle loan,17645,980,13,12740,7,18
3491,NEKOR757377336,Student,18091,149216,Vehicle loan,12816,1068,12,12816,6,12
3492,NEKOR220917009,Tour Guide,58419,3396872,Personal loan,22148,922,19,17518,10,24
3493,NEKOR335273721,Docter/Nurse/Pharmacist,25893,949121,Vehicle loan,14672,815,14,11410,5,18
3494,NEKOR632799579,Other,10815,557446,Personal loan,4031,167,9,1503,7,24
3495,NEKOR522403579,Docter/Nurse/Pharmacist,94780,58027,Vehicle loan,20788,6929,3,20787,10,3
3496,NEKOR852960837,Judge/Attorney,18448,383565,Personal loan,10852,1205,7,8435,8,9
3497,NEKOR762765585,Teacher/Instructor,4847,227551,Personal loan,3461,576,4,2304,9,6
3498,NEKOR163493092,Other,19793,4923321,Personal loan,17132,2855,3,8565,6,6
3499,NEKOR912094788,Teacher/Instructor,13802,4679041,Personal loan,8565,951,6,5706,10,9
3500,NEKOR378350607,Police/Military,5425,1633259,Vehicle loan,5065,422,7,2954,8,12
3501,NEKOR028778262,Street Vendor,8505,1855970,Personal loan,4391,487,9,4383,0,9
3502,NEKOR183566203,Charity Officer,5500,987323,Occupational Loans,4978,414,10,4140,1,12
3503,NEKOR699242692,Business Owner/Personal Business,40073,2910753,Personal loan,37633,1045,26,27170,2,36
3504,NEKOR484913641,Retired,19536,3695307,Occupational Loans,15095,628,12,7536,0,24
3505,NEKOR357405851,Lawyer/Accountant,14299,437574,Occupational Loans,4027,1342,3,4026,2,3
3506,NEKOR760201874,Charity Officer,16121,758514,Personal loan,12631,1052,5,5260,7,12
3507,NEKOR113320105,Employee,7401,179073,Vehicle loan,5459,454,12,5448,1,12
3508,NEKOR703648463,Tour Guide,11315,2013315,Personal loan,4186,465,3,1395,5,9
3509,NEKOR312511968,Charity Officer,3862,669001,Vehicle loan,3754,417,6,2502,2,9
3510,NEKOR301434411,Lawyer/Accountant,18846,5438930,Personal loan,18046,501,19,9519,5,36
3511,NEKOR621750619,Househusband/Housewife/Unemployed,3986,91004,Vehicle loan,3876,646,5,3230,6,6
3512,NEKOR103708271,Retired,35583,508860,Occupational Loans,30333,1685,7,11795,5,18
3513,NEKOR336447507,Judge/Attorney,57750,3907743,Vehicle loan,36727,3060,9,27540,5,12
3514,NEKOR000069210,Other,9085,4932536,Occupational Loans,8738,728,7,5096,9,12
3515,NEKOR094627050,Student,21880,199841,Vehicle loan,15700,5233,3,15699,7,3
3516,NEKOR271591340,Retired,28853,6401220,Personal loan,18218,1012,9,9108,5,18
3517,NEKOR860939674,Employee,37332,10418,Vehicle loan,22948,1912,3,5736,2,12
3518,NEKOR481783058,Other,50643,1460599,Vehicle loan,11259,625,11,6875,10,18
3519,NEKOR950586843,Employee,13338,69752,Occupational Loans,6962,290,10,2900,2,24
3520,NEKOR119858672,Teacher/Instructor,15983,3748936,Occupational Loans,7503,312,15,4680,0,24
3521,NEKOR807388858,Tour Guide,27574,3419683,Personal loan,17496,1458,6,8748,0,12
3522,NEKOR909559884,Teacher/Instructor,20421,4122230,Occupational Loans,3102,258,12,3096,9,12
3523,NEKOR892985096,Employee,40130,115268,Personal loan,30780,855,6,5130,7,36
3524,NEKOR004238149,Househusband/Housewife/Unemployed,6318,14143,Occupational Loans,5046,1682,3,5046,6,3
3525,NEKOR217152543,Street Vendor,41613,4308692,Occupational Loans,33193,5532,3,16596,3,6
3526,NEKOR285337297,Househusband/Housewife/Unemployed,3103,164663,Personal loan,3085,514,5,2570,0,6
3527,NEKOR812741713,Retired,22655,1013449,Occupational Loans,14126,588,19,11172,10,24
3528,NEKOR857804262,Agent/Insurance Broker,13550,126391,Occupational Loans,8966,2988,3,8964,6,3
3529,NEKOR000866089,Other,67253,4007148,Occupational Loans,4926,410,6,2460,3,12
3530,NEKOR253103499,Politician/Family Member or Close Asscociates,13592,9686129,Occupational Loans,7754,323,13,4199,10,24
3531,NEKOR892324513,Police/Military,12055,1205388,Personal loan,5442,453,4,1812,3,12
3532,NEKOR320190377,Agent/Insurance Broker,9227,138313,Vehicle loan,3079,513,6,3078,6,6
3533,NEKOR369580125,Agent/Insurance Broker,19542,488126,Occupational Loans,4529,503,4,2012,10,9
3534,NEKOR007173131,Business Owner/Personal Business,44328,9795845,Occupational Loans,41236,2290,6,13740,3,18
3535,NEKOR176595865,Docter/Nurse/Pharmacist,57910,1604605,Occupational Loans,45437,1893,13,24609,4,24
3536,NEKOR648611763,Retired,16846,7249536,Occupational Loans,15338,2556,4,10224,1,6
3537,NEKOR330992050,Teacher/Instructor,18868,2097020,Occupational Loans,7030,585,7,4095,0,12
3538,NEKOR683140104,Charity Officer,8663,603896,Occupational Loans,6688,2229,3,6687,5,3
3539,NEKOR186045194,Docter/Nurse/Pharmacist,15493,1890327,Personal loan,4900,816,3,2448,1,6
3540,NEKOR715494468,Lawyer/Accountant,13813,7247782,Vehicle loan,12163,675,3,2025,9,18
3541,NEKOR622350152,Police/Military,3011,906557,Vehicle loan,3006,83,6,498,8,36
3542,NEKOR395777083,Househusband/Housewife/Unemployed,7362,58040,Vehicle loan,5392,898,3,2694,10,6
3543,NEKOR427751799,Agent/Insurance Broker,43213,242336,Personal loan,23930,664,28,18592,7,36
3544,NEKOR330469500,Employee,8586,100614,Occupational Loans,8463,1410,3,4230,1,6
3545,NEKOR804745399,Teacher/Instructor,17628,4597895,Vehicle loan,13368,1485,3,4455,5,9
3546,NEKOR065786818,Student,22252,158555,Occupational Loans,19725,3287,5,16435,0,6
3547,NEKOR505056686,Agent/Insurance Broker,13371,252526,Occupational Loans,4540,252,3,756,2,18
3548,NEKOR889550364,Other,8081,4592965,Personal loan,6973,774,6,4644,5,9
3549,NEKOR423962107,Docter/Nurse/Pharmacist,20820,1817067,Personal loan,13309,4436,3,13308,2,3
3550,NEKOR813316248,Student,26158,19181,Vehicle loan,3714,412,6,2472,7,9
3551,NEKOR901273478,Charity Officer,8663,100296,Vehicle loan,8050,670,3,2010,2,12
3552,NEKOR407961524,Politician/Family Member or Close Asscociates,6889,7466807,Personal loan,4429,738,3,2214,0,6
3553,NEKOR336403177,Business Owner/Personal Business,3638,5779419,Vehicle loan,3178,176,7,1232,8,18
3554,NEKOR073334013,Househusband/Housewife/Unemployed,9078,50304,Vehicle loan,8933,992,9,8928,10,9
3555,NEKOR803237114,Police/Military,29061,99552,Occupational Loans,26889,8963,3,26889,3,3
3556,NEKOR199655181,Teacher/Instructor,6879,3374847,Occupational Loans,6701,186,12,2232,2,36
3557,NEKOR849610315,Business Owner/Personal Business,11503,7606340,Vehicle loan,4618,384,4,1536,10,12
3558,NEKOR086250534,Teacher/Instructor,15460,2886439,Vehicle loan,5789,241,20,4820,4,24
3559,NEKOR001709370,Police/Military,15551,1775267,Personal loan,11177,931,9,8379,2,12
3560,NEKOR038339602,Judge/Attorney,45682,383215,Vehicle loan,8089,1348,4,5392,3,6
3561,NEKOR746013306,Househusband/Housewife/Unemployed,5603,148792,Occupational Loans,3327,554,5,2770,6,6
3562,NEKOR544747137,Student,10020,137072,Occupational Loans,3941,109,28,3052,6,36
3563,NEKOR802831416,Retired,29777,6662712,Vehicle loan,7270,605,3,1815,9,12
3564,NEKOR231567615,Employee,30223,169483,Personal loan,8482,1413,6,8478,5,6
3565,NEKOR416123264,Other,31577,485355,Occupational Loans,27416,3046,3,9138,2,9
3566,NEKOR440089575,Agent/Insurance Broker,28827,104449,Occupational Loans,13779,4593,3,13779,2,3
3567,NEKOR868513985,Docter/Nurse/Pharmacist,46526,762902,Personal loan,31043,1293,11,14223,4,24
3568,NEKOR375226004,Househusband/Housewife/Unemployed,4046,171570,Personal loan,4012,111,23,2553,1,36
3569,NEKOR850304053,Police/Military,10377,1623125,Vehicle loan,6655,2218,3,6654,3,3
3570,NEKOR833659493,Street Vendor,7949,3015311,Occupational Loans,5448,151,35,5285,3,36
3571,NEKOR454028822,Street Vendor,3419,797923,Vehicle loan,3334,555,4,2220,5,6
3572,NEKOR222305471,Agent/Insurance Broker,22365,350026,Vehicle loan,14793,2465,4,9860,7,6
3573,NEKOR445357804,Teacher/Instructor,25172,4148750,Personal loan,16775,5591,3,16773,3,3
3574,NEKOR498582068,Lawyer/Accountant,63886,576474,Occupational Loans,20349,1695,12,20340,5,12
3575,NEKOR968728897,Other,26143,893382,Vehicle loan,24121,1340,12,16080,10,18
3576,NEKOR895288416,Docter/Nurse/Pharmacist,7321,1545940,Personal loan,3921,108,12,1296,8,36
3577,NEKOR406115167,Politician/Family Member or Close Asscociates,10662,2864544,Personal loan,7111,296,3,888,0,24
3578,NEKOR689984642,Other,8679,2591585,Occupational Loans,3974,331,12,3972,2,12
3579,NEKOR065839166,Agent/Insurance Broker,9025,60288,Personal loan,6495,180,29,5220,10,36
3580,NEKOR011196897,Tour Guide,6326,1998342,Personal loan,4670,778,5,3890,0,6
3581,NEKOR287102606,Employee,36729,21986,Vehicle loan,19053,1587,7,11109,8,12
3582,NEKOR257025524,Charity Officer,17829,90203,Vehicle loan,5371,447,11,4917,0,12
3583,NEKOR298815161,Tour Guide,10920,3264798,Personal loan,5288,587,4,2348,7,9
3584,NEKOR109646205,Employee,8506,194364,Personal loan,7477,1246,5,6230,3,6
3585,NEKOR628657685,Politician/Family Member or Close Asscociates,10390,3060072,Personal loan,9043,502,13,6526,7,18
3586,NEKOR307860046,Business Owner/Personal Business,10281,3433656,Occupational Loans,8915,495,16,7920,0,18
3587,NEKOR294760122,Househusband/Housewife/Unemployed,8545,67212,Occupational Loans,4985,830,5,4150,10,6
3588,NEKOR868983937,Judge/Attorney,52640,4378071,Personal loan,15644,651,16,10416,5,24
3589,NEKOR228084215,Agent/Insurance Broker,22884,209238,Vehicle loan,8629,239,21,5019,7,36
3590,NEKOR496052322,Police/Military,9931,1326497,Occupational Loans,5972,248,11,2728,0,24
3591,NEKOR578176170,Tour Guide,62823,887959,Personal loan,35051,11683,3,35049,3,3
3592,NEKOR302376765,Politician/Family Member or Close Asscociates,5718,749594,Occupational Loans,3247,360,3,1080,8,9
3593,NEKOR340284646,Other,43417,2828032,Personal loan,35252,1468,18,26424,4,24
3594,NEKOR045381748,Other,31530,1405464,Vehicle loan,9693,1615,4,6460,10,6
3595,NEKOR640017111,Agent/Insurance Broker,9963,466506,Vehicle loan,5490,152,17,2584,6,36
3596,NEKOR027679452,Street Vendor,38485,1079227,Personal loan,23988,1332,18,23976,1,18
3597,NEKOR032386939,Tour Guide,68003,1794987,Occupational Loans,59483,1652,13,21476,6,36
3598,NEKOR667650955,Street Vendor,12854,3675457,Personal loan,6479,539,12,6468,2,12
3599,NEKOR117670343,Employee,14873,105205,Occupational Loans,7864,327,24,7848,2,24
3600,NEKOR578074374,Business Owner/Personal Business,54800,8388946,Personal loan,5482,228,21,4788,0,24
3601,NEKOR028974465,Tour Guide,22660,346295,Occupational Loans,22588,627,3,1881,7,36
3602,NEKOR402602410,Police/Military,12614,1435574,Vehicle loan,4986,554,4,2216,10,9
3603,NEKOR808043929,Househusband/Housewife/Unemployed,3561,47693,Personal loan,3199,88,3,264,3,36
3604,NEKOR003746979,Retired,20852,3459874,Occupational Loans,15574,1297,6,7782,9,12
3605,NEKOR038137232,Other,6883,3903845,Personal loan,3696,205,13,2665,6,18
3606,NEKOR674495950,Politician/Family Member or Close Asscociates,10174,7399385,Vehicle loan,3004,166,3,498,3,18
3607,NEKOR398537233,Househusband/Housewife/Unemployed,4196,72514,Occupational Loans,3330,555,4,2220,7,6
3608,NEKOR252049131,Student,19504,122670,Occupational Loans,10705,446,17,7582,9,24
3609,NEKOR513273065,Charity Officer,11812,901450,Personal loan,11580,482,5,2410,0,24
3610,NEKOR964851974,Student,20235,21823,Occupational Loans,7037,1172,3,3516,4,6
3611,NEKOR775530367,Student,12132,44671,Occupational Loans,11048,1227,7,8589,7,9
3612,NEKOR100832076,Retired,14092,5224060,Occupational Loans,7491,624,6,3744,10,12
3613,NEKOR458485457,Student,15299,92516,Personal loan,3167,351,7,2457,8,9
3614,NEKOR413601602,Lawyer/Accountant,73991,2861906,Personal loan,13603,1133,11,12463,6,12
3615,NEKOR050194599,Lawyer/Accountant,69907,2900602,Occupational Loans,43240,3603,5,18015,0,12
3616,NEKOR111751859,Agent/Insurance Broker,11216,266555,Occupational Loans,7141,2380,3,7140,1,3
3617,NEKOR932745764,Househusband/Housewife/Unemployed,4095,46980,Personal loan,3988,332,5,1660,0,12
3618,NEKOR820307578,Student,7965,187584,Personal loan,6950,579,3,1737,7,12
3619,NEKOR744240397,Docter/Nurse/Pharmacist,10506,1568078,Vehicle loan,9816,1090,4,4360,4,9
3620,NEKOR125738351,Docter/Nurse/Pharmacist,14348,1943685,Occupational Loans,14032,1169,3,3507,10,12
3621,NEKOR012459248,Other,8549,3423215,Vehicle loan,4268,474,8,3792,1,9
3622,NEKOR025955286,Teacher/Instructor,15827,1032442,Occupational Loans,15133,5044,3,15132,3,3
3623,NEKOR706497370,Employee,20028,82376,Vehicle loan,11586,643,14,9002,4,18
3624,NEKOR054280196,Street Vendor,3259,2454074,Personal loan,3174,264,6,1584,6,12
3625,NEKOR631525898,Judge/Attorney,54074,3043745,Personal loan,18458,1025,13,13325,0,18
3626,NEKOR939491884,Other,3991,1231848,Occupational Loans,3339,278,7,1946,8,12
3627,NEKOR671317256,Business Owner/Personal Business,272171,7712399,Occupational Loans,11044,460,24,11040,5,24
3628,NEKOR660573183,Retired,23783,8853921,Vehicle loan,23110,2567,6,15402,5,9
3629,NEKOR269788706,Employee,30342,82809,Vehicle loan,6832,189,20,3780,6,36
3630,NEKOR253907089,Agent/Insurance Broker,18396,120828,Occupational Loans,16608,692,5,3460,8,24
3631,NEKOR232064619,Other,12217,1022054,Personal loan,9388,260,18,4680,2,36
3632,NEKOR149402682,Politician/Family Member or Close Asscociates,6871,3724614,Occupational Loans,4235,705,3,2115,8,6
3633,NEKOR463657666,Employee,31890,184562,Personal loan,18651,2072,3,6216,6,9
3634,NEKOR886663398,Tour Guide,35991,4473699,Occupational Loans,19721,6573,3,19719,7,3
3635,NEKOR136277647,Politician/Family Member or Close Asscociates,3227,7482406,Occupational Loans,3152,350,9,3150,1,9
3636,NEKOR187756729,Street Vendor,23156,3428262,Vehicle loan,18796,3132,5,15660,1,6
3637,NEKOR253272348,Student,26321,9636,Vehicle loan,11981,1331,9,11979,6,9
3638,NEKOR067255102,Agent/Insurance Broker,8418,361163,Occupational Loans,5802,483,10,4830,5,12
3639,NEKOR859267620,Househusband/Housewife/Unemployed,6933,102254,Occupational Loans,5475,456,11,5016,4,12
3640,NEKOR629731930,Teacher/Instructor,13763,637559,Personal loan,10843,451,12,5412,8,24
3641,NEKOR650820383,Lawyer/Accountant,46979,6927317,Personal loan,26009,2889,6,17334,3,9
3642,NEKOR006212286,Politician/Family Member or Close Asscociates,10862,9472390,Personal loan,5105,850,5,4250,6,6
3643,NEKOR496372408,Retired,7379,6349709,Vehicle loan,6222,691,7,4837,6,9
3644,NEKOR156295702,Other,78983,2327379,Occupational Loans,70769,5897,5,29485,6,12
3645,NEKOR345130475,Street Vendor,18734,4845129,Personal loan,6087,2029,3,6087,4,3
3646,NEKOR503100655,Politician/Family Member or Close Asscociates,15933,2833809,Personal loan,10953,456,12,5472,2,24
3647,NEKOR027131138,Judge/Attorney,24905,2842124,Personal loan,13682,380,16,6080,4,36
3648,NEKOR917358747,Judge/Attorney,6918,2723613,Occupational Loans,6613,1102,3,3306,0,6
3649,NEKOR627871373,Other,20429,4535605,Vehicle loan,18602,775,24,18600,8,24
3650,NEKOR970955457,Judge/Attorney,48033,2583733,Vehicle loan,4095,113,18,2034,2,36
3651,NEKOR160435071,Other,24443,1096515,Occupational Loans,7302,811,4,3244,1,9
3652,NEKOR603753690,Retired,8677,6957299,Occupational Loans,5849,649,5,3245,6,9
3653,NEKOR192689917,Tour Guide,74640,3433972,Vehicle loan,31262,5210,6,31260,9,6
3654,NEKOR526614498,Judge/Attorney,18636,4866050,Vehicle loan,6513,723,8,5784,5,9
3655,NEKOR624201742,Teacher/Instructor,6053,2209964,Vehicle loan,4198,466,8,3728,6,9
3656,NEKOR587996339,Househusband/Housewife/Unemployed,4809,90590,Personal loan,3880,1293,3,3879,9,3
3657,NEKOR909547572,Agent/Insurance Broker,10877,109214,Occupational Loans,7459,310,6,1860,0,24
3658,NEKOR830923358,Docter/Nurse/Pharmacist,15089,1088052,Vehicle loan,15031,835,8,6680,3,18
3659,NEKOR655205907,Police/Military,4752,682084,Personal loan,3007,501,6,3006,8,6
3660,NEKOR827894562,Business Owner/Personal Business,208401,7042386,Occupational Loans,136412,22735,3,68205,5,6
3661,NEKOR472506846,Docter/Nurse/Pharmacist,6112,1818024,Personal loan,3776,1258,3,3774,7,3
3662,NEKOR828944138,Charity Officer,8952,778638,Vehicle loan,7928,330,10,3300,6,24
3663,NEKOR953944659,Other,9765,1198669,Occupational Loans,8180,340,10,3400,8,24
3664,NEKOR614024096,Employee,12711,21570,Personal loan,8087,224,29,6496,9,36
3665,NEKOR968438356,Retired,8457,866342,Occupational Loans,6692,1115,5,5575,9,6
3666,NEKOR911298928,Employee,7767,117999,Personal loan,5934,247,16,3952,1,24
